condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed_total,sigma_body,sigma_gate
k1_00,123,8.0,500,4.393755,4.011775,55.2448,0.0000,5.1048,0.4362,0.4362
k1_00,123,8.0,1000,4.261634,3.928614,50.8365,0.0000,5.4916,0.4362,0.4362
k1_00,123,8.0,1500,4.216064,3.877480,48.3023,0.0000,5.7664,0.4362,0.4362
k1_00,123,8.0,2000,4.166690,3.845161,46.7662,0.0000,5.9965,0.4362,0.4362
k1_00,123,8.0,2500,4.161919,3.821723,45.6828,0.0000,6.1957,0.4362,0.4362
k1_00,123,8.0,3000,4.133293,3.802117,44.7959,0.0000,6.3584,0.4362,0.4362
k1_00,123,8.0,3500,4.113534,3.790153,44.2632,0.0000,6.5211,0.4362,0.4362
k1_00,123,8.0,4000,4.098040,3.783943,43.9891,0.0000,6.6838,0.4362,0.4362
k1_00,123,8.0,4500,4.091122,3.780015,43.8167,0.0000,6.8161,0.4362,0.4362
k1_00,123,8.0,5000,4.087434,3.775344,43.6125,0.0000,6.9373,0.4362,0.4362
k1_00,123,8.0,5500,4.078249,3.773526,43.5333,0.0000,7.0585,0.4362,0.4362
k1_00,123,8.0,6000,4.070841,3.772756,43.4998,0.0000,7.1797,0.4362,0.4362
k1_00,123,8.0,6500,4.071144,3.772690,43.4969,0.0000,7.3009,0.4362,0.4362
k1_00,123,8.0,7000,4.057210,3.775982,43.6404,0.0000,7.4221,0.4362,0.4362
k1_00,123,8.0,7500,4.067124,3.769722,43.3680,0.0000,7.5282,0.4362,0.4362
k1_00,123,8.0,8000,4.059693,3.766943,43.2477,0.0000,7.6226,0.4362,0.4362
k1_00,123,8.0,8500,4.064640,3.764643,43.1483,0.0000,7.7169,0.4362,0.4362
k1_00,123,8.0,9000,4.062272,3.766450,43.2263,0.0000,7.8113,0.4362,0.4362
k1_00,123,8.0,9500,4.063437,3.770426,43.3986,0.0000,7.9056,0.4362,0.4362
k1_00,123,8.0,10000,4.060300,3.770169,43.3874,0.0000,8.0000,0.4362,0.4362
