condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed_total,sigma_body,sigma_gate
k1_00,123,3.0,500,4.414639,4.039405,56.7925,0.0000,2.3745,0.5688,0.5688
k1_00,123,3.0,1000,4.291982,3.982830,53.6687,0.0000,2.4647,0.5688,0.5688
k1_00,123,3.0,1500,4.252655,3.914431,50.1205,0.0000,2.5279,0.5688,0.5688
k1_00,123,3.0,2000,4.207695,3.882027,48.5225,0.0000,2.5761,0.5688,0.5688
k1_00,123,3.0,2500,4.204791,3.859670,47.4497,0.0000,2.6215,0.5688,0.5688
k1_00,123,3.0,3000,4.177291,3.840056,46.5281,0.0000,2.6550,0.5688,0.5688
k1_00,123,3.0,3500,4.155505,3.826638,45.9079,0.0000,2.6885,0.5688,0.5688
k1_00,123,3.0,4000,4.138406,3.819024,45.5597,0.0000,2.7219,0.5688,0.5688
k1_00,123,3.0,4500,4.131896,3.813940,45.3287,0.0000,2.7526,0.5688,0.5688
k1_00,123,3.0,5000,4.128380,3.808684,45.0911,0.0000,2.7775,0.5688,0.5688
k1_00,123,3.0,5500,4.119194,3.806574,44.9960,0.0000,2.8023,0.5688,0.5688
k1_00,123,3.0,6000,4.112680,3.806468,44.9913,0.0000,2.8271,0.5688,0.5688
k1_00,123,3.0,6500,4.113252,3.806125,44.9758,0.0000,2.8520,0.5688,0.5688
k1_00,123,3.0,7000,4.100153,3.809246,45.1164,0.0000,2.8768,0.5688,0.5688
k1_00,123,3.0,7500,4.110499,3.803879,44.8749,0.0000,2.9017,0.5688,0.5688
k1_00,123,3.0,8000,4.103047,3.801223,44.7559,0.0000,2.9217,0.5688,0.5688
k1_00,123,3.0,8500,4.109187,3.799968,44.6998,0.0000,2.9413,0.5688,0.5688
k1_00,123,3.0,9000,4.107516,3.801647,44.7749,0.0000,2.9608,0.5688,0.5688
k1_00,123,3.0,9500,4.109168,3.805644,44.9542,0.0000,2.9804,0.5688,0.5688
k1_00,123,3.0,10000,4.105969,3.805891,44.9653,0.0000,3.0000,0.5688,0.5688
