condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed_total,sigma_body,sigma_gate
k0_50,7,8.0,500,4.446242,4.078405,59.0512,0.0000,5.3442,0.8401,0.4200
k0_50,7,8.0,1000,4.345738,4.043750,57.0398,0.0000,5.7167,0.8401,0.4200
k0_50,7,8.0,1500,4.320242,3.974001,53.1970,0.0000,5.9883,0.8401,0.4200
k0_50,7,8.0,2000,4.286533,3.940902,51.4650,0.0000,6.1903,0.8401,0.4200
k0_50,7,8.0,2500,4.254796,3.919618,50.3812,0.0000,6.3923,0.8401,0.4200
k0_50,7,8.0,3000,4.223674,3.905119,49.6560,0.0000,6.5399,0.8401,0.4200
k0_50,7,8.0,3500,4.215546,3.891536,48.9861,0.0000,6.6756,0.8401,0.4200
k0_50,7,8.0,4000,4.195816,3.881826,48.5127,0.0000,6.8114,0.8401,0.4200
k0_50,7,8.0,4500,4.203158,3.873620,48.1162,0.0000,6.9471,0.8401,0.4200
k0_50,7,8.0,5000,4.191802,3.864418,47.6755,0.0000,7.0791,0.8401,0.4200
k0_50,7,8.0,5500,4.196135,3.861265,47.5254,0.0000,7.1757,0.8401,0.4200
k0_50,7,8.0,6000,4.176622,3.858159,47.3781,0.0000,7.2723,0.8401,0.4200
k0_50,7,8.0,6500,4.187767,3.858405,47.3897,0.0000,7.3689,0.8401,0.4200
k0_50,7,8.0,7000,4.191281,3.856090,47.2801,0.0000,7.4656,0.8401,0.4200
k0_50,7,8.0,7500,4.176392,3.852510,47.1112,0.0000,7.5622,0.8401,0.4200
k0_50,7,8.0,8000,4.176963,3.855380,47.2466,0.0000,7.6588,0.8401,0.4200
k0_50,7,8.0,8500,4.161802,3.855741,47.2636,0.0000,7.7554,0.8401,0.4200
k0_50,7,8.0,9000,4.160090,3.855491,47.2518,0.0000,7.8520,0.8401,0.4200
k0_50,7,8.0,9500,4.173032,3.850823,47.0318,0.0000,7.9277,0.8401,0.4200
k0_50,7,8.0,10000,4.171656,3.852898,47.1294,0.0000,8.0000,0.8401,0.4200
