condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed_total,sigma_body,sigma_gate
k0_25,123,8.0,500,4.491056,4.135886,62.5450,0.0000,5.3482,1.6797,0.4199
k0_25,123,8.0,1000,4.375110,4.079952,59.1426,0.0000,5.7206,1.6797,0.4199
k0_25,123,8.0,1500,4.369686,4.083871,59.3749,0.0000,5.9911,1.6797,0.4199
k0_25,123,8.0,2000,4.340728,4.034259,56.5010,0.0000,6.1940,1.6797,0.4199
k0_25,123,8.0,2500,4.344137,3.997519,54.4629,0.0000,6.3970,1.6797,0.4199
k0_25,123,8.0,3000,4.323362,3.979588,53.4950,0.0000,6.5424,1.6797,0.4199
k0_25,123,8.0,3500,4.304526,3.969888,52.9786,0.0000,6.6786,1.6797,0.4199
k0_25,123,8.0,4000,4.291680,3.968751,52.9184,0.0000,6.8148,1.6797,0.4199
k0_25,123,8.0,4500,4.292160,3.965292,52.7357,0.0000,6.9509,1.6797,0.4199
k0_25,123,8.0,5000,4.290902,3.961483,52.5352,0.0000,7.0806,1.6797,0.4199
k0_25,123,8.0,5500,4.282733,3.956209,52.2588,0.0000,7.1774,1.6797,0.4199
k0_25,123,8.0,6000,4.279973,3.959565,52.4345,0.0000,7.2741,1.6797,0.4199
k0_25,123,8.0,6500,4.283213,3.958649,52.3865,0.0000,7.3709,1.6797,0.4199
k0_25,123,8.0,7000,4.272693,3.959906,52.4524,0.0000,7.4677,1.6797,0.4199
k0_25,123,8.0,7500,4.286937,3.957200,52.3106,0.0000,7.5645,1.6797,0.4199
k0_25,123,8.0,8000,4.279312,3.955716,52.2331,0.0000,7.6612,1.6797,0.4199
k0_25,123,8.0,8500,4.289158,3.958382,52.3725,0.0000,7.7580,1.6797,0.4199
k0_25,123,8.0,9000,4.291669,3.959553,52.4339,0.0000,7.8548,1.6797,0.4199
k0_25,123,8.0,9500,4.295408,3.964419,52.6896,0.0000,7.9277,1.6797,0.4199
k0_25,123,8.0,10000,4.292052,3.964542,52.6961,0.0000,8.0000,1.6797,0.4199
