condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed_total,sigma_body,sigma_gate,clip_body,clip_gate
both_r0.25_k0.25,123,8.0,500,4.476677,4.113634,61.1686,0.0000,5.3482,1.6797,0.4199,1.0000,0.2500
both_r0.25_k0.25,123,8.0,1000,4.339872,4.043178,57.0072,0.0000,5.7206,1.6797,0.4199,1.0000,0.2500
both_r0.25_k0.25,123,8.0,1500,4.302986,4.016396,55.5007,0.0000,5.9911,1.6797,0.4199,1.0000,0.2500
both_r0.25_k0.25,123,8.0,2000,4.263531,3.971706,53.0750,0.0000,6.1940,1.6797,0.4199,1.0000,0.2500
both_r0.25_k0.25,123,8.0,2500,4.269558,3.951880,52.0331,0.0000,6.3970,1.6797,0.4199,1.0000,0.2500
both_r0.25_k0.25,123,8.0,3000,4.254043,3.939154,51.3751,0.0000,6.5424,1.6797,0.4199,1.0000,0.2500
both_r0.25_k0.25,123,8.0,3500,4.238974,3.931467,50.9817,0.0000,6.6786,1.6797,0.4199,1.0000,0.2500
both_r0.25_k0.25,123,8.0,4000,4.227923,3.929410,50.8769,0.0000,6.8148,1.6797,0.4199,1.0000,0.2500
both_r0.25_k0.25,123,8.0,4500,4.226469,3.926061,50.7069,0.0000,6.9509,1.6797,0.4199,1.0000,0.2500
both_r0.25_k0.25,123,8.0,5000,4.225063,3.920210,50.4110,0.0000,7.0806,1.6797,0.4199,1.0000,0.2500
both_r0.25_k0.25,123,8.0,5500,4.215527,3.914226,50.1103,0.0000,7.1774,1.6797,0.4199,1.0000,0.2500
both_r0.25_k0.25,123,8.0,6000,4.210709,3.914973,50.1477,0.0000,7.2741,1.6797,0.4199,1.0000,0.2500
both_r0.25_k0.25,123,8.0,6500,4.211875,3.913191,50.0584,0.0000,7.3709,1.6797,0.4199,1.0000,0.2500
both_r0.25_k0.25,123,8.0,7000,4.200931,3.911960,49.9969,0.0000,7.4677,1.6797,0.4199,1.0000,0.2500
both_r0.25_k0.25,123,8.0,7500,4.212038,3.909190,49.8585,0.0000,7.5645,1.6797,0.4199,1.0000,0.2500
both_r0.25_k0.25,123,8.0,8000,4.203674,3.906869,49.7430,0.0000,7.6612,1.6797,0.4199,1.0000,0.2500
both_r0.25_k0.25,123,8.0,8500,4.211622,3.909557,49.8769,0.0000,7.7580,1.6797,0.4199,1.0000,0.2500
both_r0.25_k0.25,123,8.0,9000,4.214981,3.909285,49.8633,0.0000,7.8548,1.6797,0.4199,1.0000,0.2500
both_r0.25_k0.25,123,8.0,9500,4.216313,3.911406,49.9692,0.0000,7.9277,1.6797,0.4199,1.0000,0.2500
both_r0.25_k0.25,123,8.0,10000,4.211396,3.907788,49.7887,0.0000,8.0000,1.6797,0.4199,1.0000,0.2500
