condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed_total,sigma_body,sigma_gate,clip_body,clip_gate
extreme_r0.1_k0.5,42,3.0,500,4.431669,4.088375,59.6429,0.0000,2.4513,1.1109,0.5554,1.0000,0.1000
extreme_r0.1_k0.5,42,3.0,1000,4.322456,4.033729,56.4711,0.0000,2.5378,1.1109,0.5554,1.0000,0.1000
extreme_r0.1_k0.5,42,3.0,1500,4.291481,3.970791,53.0264,0.0000,2.5946,1.1109,0.5554,1.0000,0.1000
extreme_r0.1_k0.5,42,3.0,2000,4.254136,3.934673,51.1454,0.0000,2.6414,1.1109,0.5554,1.0000,0.1000
extreme_r0.1_k0.5,42,3.0,2500,4.231513,3.914439,50.1210,0.0000,2.6802,1.1109,0.5554,1.0000,0.1000
extreme_r0.1_k0.5,42,3.0,3000,4.214277,3.904025,49.6017,0.0000,2.7104,1.1109,0.5554,1.0000,0.1000
extreme_r0.1_k0.5,42,3.0,3500,4.184930,3.889413,48.8822,0.0000,2.7407,1.1109,0.5554,1.0000,0.1000
extreme_r0.1_k0.5,42,3.0,4000,4.189498,3.880671,48.4567,0.0000,2.7709,1.1109,0.5554,1.0000,0.1000
extreme_r0.1_k0.5,42,3.0,4500,4.197458,3.869306,47.9091,0.0000,2.7962,1.1109,0.5554,1.0000,0.1000
extreme_r0.1_k0.5,42,3.0,5000,4.187284,3.862582,47.5881,0.0000,2.8170,1.1109,0.5554,1.0000,0.1000
extreme_r0.1_k0.5,42,3.0,5500,4.177761,3.857569,47.3501,0.0000,2.8379,1.1109,0.5554,1.0000,0.1000
extreme_r0.1_k0.5,42,3.0,6000,4.169300,3.849628,46.9756,0.0000,2.8588,1.1109,0.5554,1.0000,0.1000
extreme_r0.1_k0.5,42,3.0,6500,4.160620,3.850735,47.0276,0.0000,2.8796,1.1109,0.5554,1.0000,0.1000
extreme_r0.1_k0.5,42,3.0,7000,4.158199,3.848544,46.9247,0.0000,2.9005,1.1109,0.5554,1.0000,0.1000
extreme_r0.1_k0.5,42,3.0,7500,4.151590,3.845254,46.7706,0.0000,2.9214,1.1109,0.5554,1.0000,0.1000
extreme_r0.1_k0.5,42,3.0,8000,4.162538,3.844975,46.7575,0.0000,2.9385,1.1109,0.5554,1.0000,0.1000
extreme_r0.1_k0.5,42,3.0,8500,4.176414,3.844844,46.7514,0.0000,2.9539,1.1109,0.5554,1.0000,0.1000
extreme_r0.1_k0.5,42,3.0,9000,4.164675,3.845657,46.7894,0.0000,2.9693,1.1109,0.5554,1.0000,0.1000
extreme_r0.1_k0.5,42,3.0,9500,4.171413,3.844369,46.7292,0.0000,2.9846,1.1109,0.5554,1.0000,0.1000
extreme_r0.1_k0.5,42,3.0,10000,4.160784,3.846886,46.8470,0.0000,3.0000,1.1109,0.5554,1.0000,0.1000
