condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed_total,sigma_body,sigma_gate,clip_body,clip_gate
extreme_r0.1_k0.5,7,8.0,500,4.432885,4.058541,57.8898,0.0000,5.3442,0.8401,0.4200,1.0000,0.1000
extreme_r0.1_k0.5,7,8.0,1000,4.310025,4.002210,54.7190,0.0000,5.7167,0.8401,0.4200,1.0000,0.1000
extreme_r0.1_k0.5,7,8.0,1500,4.271355,3.936827,51.2557,0.0000,5.9883,0.8401,0.4200,1.0000,0.1000
extreme_r0.1_k0.5,7,8.0,2000,4.235600,3.913515,50.0747,0.0000,6.1903,0.8401,0.4200,1.0000,0.1000
extreme_r0.1_k0.5,7,8.0,2500,4.206934,3.895098,49.1608,0.0000,6.3923,0.8401,0.4200,1.0000,0.1000
extreme_r0.1_k0.5,7,8.0,3000,4.181055,3.881391,48.4916,0.0000,6.5399,0.8401,0.4200,1.0000,0.1000
extreme_r0.1_k0.5,7,8.0,3500,4.177392,3.869255,47.9067,0.0000,6.6756,0.8401,0.4200,1.0000,0.1000
extreme_r0.1_k0.5,7,8.0,4000,4.157583,3.858750,47.4061,0.0000,6.8114,0.8401,0.4200,1.0000,0.1000
extreme_r0.1_k0.5,7,8.0,4500,4.163066,3.848309,46.9137,0.0000,6.9471,0.8401,0.4200,1.0000,0.1000
extreme_r0.1_k0.5,7,8.0,5000,4.149723,3.838368,46.4496,0.0000,7.0791,0.8401,0.4200,1.0000,0.1000
extreme_r0.1_k0.5,7,8.0,5500,4.152321,3.831481,46.1308,0.0000,7.1757,0.8401,0.4200,1.0000,0.1000
extreme_r0.1_k0.5,7,8.0,6000,4.129916,3.826618,45.9070,0.0000,7.2723,0.8401,0.4200,1.0000,0.1000
extreme_r0.1_k0.5,7,8.0,6500,4.137347,3.826378,45.8960,0.0000,7.3689,0.8401,0.4200,1.0000,0.1000
extreme_r0.1_k0.5,7,8.0,7000,4.139126,3.821554,45.6751,0.0000,7.4656,0.8401,0.4200,1.0000,0.1000
extreme_r0.1_k0.5,7,8.0,7500,4.124005,3.817468,45.4889,0.0000,7.5622,0.8401,0.4200,1.0000,0.1000
extreme_r0.1_k0.5,7,8.0,8000,4.123245,3.818483,45.5351,0.0000,7.6588,0.8401,0.4200,1.0000,0.1000
extreme_r0.1_k0.5,7,8.0,8500,4.106410,3.816905,45.4633,0.0000,7.7554,0.8401,0.4200,1.0000,0.1000
extreme_r0.1_k0.5,7,8.0,9000,4.103298,3.816185,45.4305,0.0000,7.8520,0.8401,0.4200,1.0000,0.1000
extreme_r0.1_k0.5,7,8.0,9500,4.113883,3.810723,45.1831,0.0000,7.9277,0.8401,0.4200,1.0000,0.1000
extreme_r0.1_k0.5,7,8.0,10000,4.111126,3.810698,45.1819,0.0000,8.0000,0.8401,0.4200,1.0000,0.1000
