condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed_total,sigma_body,sigma_gate,clip_body,clip_gate
clip_r0.25_k1.0,7,8.0,500,4.386784,3.995694,54.3635,0.0000,5.1048,0.4362,0.4362,1.0000,0.2500
clip_r0.25_k1.0,7,8.0,1000,4.252330,3.915225,50.1604,0.0000,5.4916,0.4362,0.4362,1.0000,0.2500
clip_r0.25_k1.0,7,8.0,1500,4.210863,3.872490,48.0619,0.0000,5.7664,0.4362,0.4362,1.0000,0.2500
clip_r0.25_k1.0,7,8.0,2000,4.174157,3.851630,47.0697,0.0000,5.9965,0.4362,0.4362,1.0000,0.2500
clip_r0.25_k1.0,7,8.0,2500,4.145479,3.837603,46.4141,0.0000,6.1957,0.4362,0.4362,1.0000,0.2500
clip_r0.25_k1.0,7,8.0,3000,4.125154,3.831897,46.1500,0.0000,6.3584,0.4362,0.4362,1.0000,0.2500
clip_r0.25_k1.0,7,8.0,3500,4.128471,3.831865,46.1485,0.0000,6.5211,0.4362,0.4362,1.0000,0.2500
clip_r0.25_k1.0,7,8.0,4000,4.113440,3.824883,45.8274,0.0000,6.6838,0.4362,0.4362,1.0000,0.2500
clip_r0.25_k1.0,7,8.0,4500,4.121609,3.830946,46.1062,0.0000,6.8161,0.4362,0.4362,1.0000,0.2500
clip_r0.25_k1.0,7,8.0,5000,4.117094,3.830905,46.1042,0.0000,6.9373,0.4362,0.4362,1.0000,0.2500
clip_r0.25_k1.0,7,8.0,5500,4.122931,3.833502,46.2241,0.0000,7.0585,0.4362,0.4362,1.0000,0.2500
clip_r0.25_k1.0,7,8.0,6000,4.102788,3.840530,46.5501,0.0000,7.1797,0.4362,0.4362,1.0000,0.2500
clip_r0.25_k1.0,7,8.0,6500,4.112721,3.840484,46.5480,0.0000,7.3009,0.4362,0.4362,1.0000,0.2500
clip_r0.25_k1.0,7,8.0,7000,4.115330,3.841509,46.5957,0.0000,7.4221,0.4362,0.4362,1.0000,0.2500
clip_r0.25_k1.0,7,8.0,7500,4.099572,3.839149,46.4859,0.0000,7.5282,0.4362,0.4362,1.0000,0.2500
clip_r0.25_k1.0,7,8.0,8000,4.098356,3.840009,46.5259,0.0000,7.6226,0.4362,0.4362,1.0000,0.2500
clip_r0.25_k1.0,7,8.0,8500,4.081904,3.844340,46.7278,0.0000,7.7169,0.4362,0.4362,1.0000,0.2500
clip_r0.25_k1.0,7,8.0,9000,4.076257,3.841903,46.6141,0.0000,7.8113,0.4362,0.4362,1.0000,0.2500
clip_r0.25_k1.0,7,8.0,9500,4.083933,3.825656,45.8629,0.0000,7.9056,0.4362,0.4362,1.0000,0.2500
clip_r0.25_k1.0,7,8.0,10000,4.074609,3.817699,45.4994,0.0000,8.0000,0.4362,0.4362,1.0000,0.2500
