condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed_total,sigma_body,sigma_gate,clip_body,clip_gate
baseline_r1.0_k1.0,123,3.0,500,4.405954,4.027547,56.1231,0.0000,2.3745,0.5688,0.5688,1.0000,1.0000
baseline_r1.0_k1.0,123,3.0,1000,4.271205,3.955888,52.2421,0.0000,2.4647,0.5688,0.5688,1.0000,1.0000
baseline_r1.0_k1.0,123,3.0,1500,4.228000,3.914967,50.1474,0.0000,2.5279,0.5688,0.5688,1.0000,1.0000
baseline_r1.0_k1.0,123,3.0,2000,4.189891,3.893300,49.0725,0.0000,2.5761,0.5688,0.5688,1.0000,1.0000
baseline_r1.0_k1.0,123,3.0,2500,4.201316,3.887145,48.7715,0.0000,2.6215,0.5688,0.5688,1.0000,1.0000
baseline_r1.0_k1.0,123,3.0,3000,4.189390,3.883532,48.5956,0.0000,2.6550,0.5688,0.5688,1.0000,1.0000
baseline_r1.0_k1.0,123,3.0,3500,4.182129,3.888240,48.8249,0.0000,2.6885,0.5688,0.5688,1.0000,1.0000
baseline_r1.0_k1.0,123,3.0,4000,4.175875,3.894048,49.1093,0.0000,2.7219,0.5688,0.5688,1.0000,1.0000
baseline_r1.0_k1.0,123,3.0,4500,4.177546,3.899185,49.3622,0.0000,2.7526,0.5688,0.5688,1.0000,1.0000
baseline_r1.0_k1.0,123,3.0,5000,4.184027,3.912632,50.0305,0.0000,2.7775,0.5688,0.5688,1.0000,1.0000
baseline_r1.0_k1.0,123,3.0,5500,4.180742,3.914429,50.1205,0.0000,2.8023,0.5688,0.5688,1.0000,1.0000
baseline_r1.0_k1.0,123,3.0,6000,4.179421,3.921048,50.4533,0.0000,2.8271,0.5688,0.5688,1.0000,1.0000
baseline_r1.0_k1.0,123,3.0,6500,4.174441,3.932326,51.0255,0.0000,2.8520,0.5688,0.5688,1.0000,1.0000
baseline_r1.0_k1.0,123,3.0,7000,4.165701,3.936205,51.2238,0.0000,2.8768,0.5688,0.5688,1.0000,1.0000
baseline_r1.0_k1.0,123,3.0,7500,4.168823,3.920705,50.4360,0.0000,2.9017,0.5688,0.5688,1.0000,1.0000
baseline_r1.0_k1.0,123,3.0,8000,4.156830,3.915833,50.1908,0.0000,2.9217,0.5688,0.5688,1.0000,1.0000
baseline_r1.0_k1.0,123,3.0,8500,4.159824,3.908717,49.8350,0.0000,2.9413,0.5688,0.5688,1.0000,1.0000
baseline_r1.0_k1.0,123,3.0,9000,4.153580,3.907265,49.7627,0.0000,2.9608,0.5688,0.5688,1.0000,1.0000
baseline_r1.0_k1.0,123,3.0,9500,4.146271,3.897100,49.2594,0.0000,2.9804,0.5688,0.5688,1.0000,1.0000
baseline_r1.0_k1.0,123,3.0,10000,4.135524,3.887689,48.7980,0.0000,3.0000,0.5688,0.5688,1.0000,1.0000
