condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed,lambda_gate
bias-1.1,7,8.0,500,5.562245,4.940460,139.8345,0.0000,5.3487,0.000000
bias-1.1,7,8.0,1000,5.342919,4.824261,124.4944,0.0000,5.7210,0.000000
bias-1.1,7,8.0,1500,5.279517,4.722277,112.4239,0.0000,5.9914,0.000000
bias-1.1,7,8.0,2000,5.185001,4.656590,105.2765,0.0000,6.1945,0.000000
bias-1.1,7,8.0,2500,5.105829,4.544665,94.1288,0.0000,6.3975,0.000000
bias-1.1,7,8.0,3000,5.015820,4.467729,87.1586,0.0000,6.5427,0.000000
bias-1.1,7,8.0,3500,4.951759,4.419145,83.0253,0.0000,6.6789,0.000000
bias-1.1,7,8.0,4000,4.899045,4.377233,79.6174,0.0000,6.8151,0.000000
bias-1.1,7,8.0,4500,4.854553,4.340321,76.7321,0.0000,6.9513,0.000000
bias-1.1,7,8.0,5000,4.818990,4.315455,74.8477,0.0000,7.0807,0.000000
bias-1.1,7,8.0,5500,4.796507,4.296567,73.4472,0.0000,7.1775,0.000000
bias-1.1,7,8.0,6000,4.747405,4.288435,72.8524,0.0000,7.2743,0.000000
bias-1.1,7,8.0,6500,4.726767,4.266523,71.2734,0.0000,7.3710,0.000000
bias-1.1,7,8.0,7000,4.707945,4.256573,70.5677,0.0000,7.4678,0.000000
bias-1.1,7,8.0,7500,4.678054,4.242254,69.5645,0.0000,7.5646,0.000000
bias-1.1,7,8.0,8000,4.669518,4.229679,68.6952,0.0000,7.6614,0.000000
bias-1.1,7,8.0,8500,4.627059,4.226120,68.4511,0.0000,7.7582,0.000000
bias-1.1,7,8.0,9000,4.611693,4.213837,67.6155,0.0000,7.8549,0.000000
bias-1.1,7,8.0,9500,4.607201,4.195115,66.3613,0.0000,7.9275,0.000000
bias-1.1,7,8.0,10000,4.597537,4.188438,65.9197,0.0000,7.9998,0.000000
