condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed,lambda_gate
bias-0.5,7,8.0,500,4.929210,4.375677,79.4936,0.0000,5.3487,0.000000
bias-0.5,7,8.0,1000,4.751330,4.311178,74.5282,0.0000,5.7210,0.000000
bias-0.5,7,8.0,1500,4.707741,4.234570,69.0320,0.0000,5.9914,0.000000
bias-0.5,7,8.0,2000,4.607076,4.134124,62.4349,0.0000,6.1945,0.000000
bias-0.5,7,8.0,2500,4.530354,4.086885,59.5541,0.0000,6.3975,0.000000
bias-0.5,7,8.0,3000,4.481098,4.049647,57.3772,0.0000,6.5427,0.000000
bias-0.5,7,8.0,3500,4.451517,4.028745,56.1903,0.0000,6.6789,0.000000
bias-0.5,7,8.0,4000,4.418864,4.007851,55.0285,0.0000,6.8151,0.000000
bias-0.5,7,8.0,4500,4.395361,3.988674,53.9833,0.0000,6.9513,0.000000
bias-0.5,7,8.0,5000,4.373088,3.979243,53.4765,0.0000,7.0807,0.000000
bias-0.5,7,8.0,5500,4.367493,3.974850,53.2421,0.0000,7.1775,0.000000
bias-0.5,7,8.0,6000,4.333832,3.975647,53.2846,0.0000,7.2743,0.000000
bias-0.5,7,8.0,6500,4.331393,3.965584,52.7511,0.0000,7.3710,0.000000
bias-0.5,7,8.0,7000,4.322756,3.966288,52.7882,0.0000,7.4678,0.000000
bias-0.5,7,8.0,7500,4.304982,3.959419,52.4269,0.0000,7.5646,0.000000
bias-0.5,7,8.0,8000,4.300640,3.955140,52.2030,0.0000,7.6614,0.000000
bias-0.5,7,8.0,8500,4.275164,3.958262,52.3662,0.0000,7.7582,0.000000
bias-0.5,7,8.0,9000,4.265898,3.955368,52.2149,0.0000,7.8549,0.000000
bias-0.5,7,8.0,9500,4.273055,3.945454,51.6998,0.0000,7.9275,0.000000
bias-0.5,7,8.0,10000,4.272266,3.944951,51.6738,0.0000,7.9998,0.000000
