condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed,lambda_gate
bias-2.2,7,8.0,500,6.498336,6.040352,420.0410,0.4186,5.3487,0.000000
bias-2.2,7,8.0,1000,6.243897,5.930693,376.4154,0.3667,5.7210,0.000000
bias-2.2,7,8.0,1500,6.177032,5.844167,345.2148,0.3826,5.9914,0.000000
bias-2.2,7,8.0,2000,6.093256,5.778998,323.4348,0.3705,6.1945,0.000000
bias-2.2,7,8.0,2500,6.048066,5.717887,304.2614,0.3715,6.3975,0.000000
bias-2.2,7,8.0,3000,6.013790,5.665916,288.8524,0.3639,6.5427,0.000000
bias-2.2,7,8.0,3500,5.975954,5.599284,270.2328,0.3598,6.6789,0.000000
bias-2.2,7,8.0,4000,5.901117,5.535042,253.4184,0.3717,6.8151,0.000000
bias-2.2,7,8.0,4500,5.843871,5.483264,240.6309,0.3601,6.9513,0.000000
bias-2.2,7,8.0,5000,5.816828,5.441223,230.7242,0.3421,7.0807,0.000000
bias-2.2,7,8.0,5500,5.779959,5.409534,223.5275,0.3576,7.1775,0.000000
bias-2.2,7,8.0,6000,5.739262,5.382065,217.4708,0.3444,7.2743,0.000000
bias-2.2,7,8.0,6500,5.708803,5.348835,210.3630,0.3352,7.3710,0.000000
bias-2.2,7,8.0,7000,5.689918,5.321931,204.7789,0.3408,7.4678,0.000000
bias-2.2,7,8.0,7500,5.652695,5.292064,198.7532,0.3305,7.5646,0.000000
bias-2.2,7,8.0,8000,5.648727,5.263338,193.1250,0.2958,7.6614,0.000000
bias-2.2,7,8.0,8500,5.596543,5.243761,189.3811,0.3213,7.7582,0.000000
bias-2.2,7,8.0,9000,5.587231,5.218648,184.6844,0.2930,7.8549,0.000000
bias-2.2,7,8.0,9500,5.575305,5.193548,180.1065,0.2801,7.9275,0.000000
bias-2.2,7,8.0,10000,5.562372,5.172379,176.3339,0.2644,7.9998,0.000000
