condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed,lambda_gate
C_gate_dp_init,7,3.0,500,6.533133,6.088739,440.8652,0.4383,2.4553,0.000000
C_gate_dp_init,7,3.0,1000,6.294184,5.984298,397.1438,0.3798,2.5418,0.000000
C_gate_dp_init,7,3.0,1500,6.234187,5.915919,370.8950,0.3966,2.5975,0.000000
C_gate_dp_init,7,3.0,2000,6.158340,5.859442,350.5285,0.3873,2.6453,0.000000
C_gate_dp_init,7,3.0,2500,6.115188,5.805089,331.9849,0.3839,2.6824,0.000000
C_gate_dp_init,7,3.0,3000,6.078508,5.759256,317.1124,0.3773,2.7130,0.000000
C_gate_dp_init,7,3.0,3500,6.052857,5.719130,304.6397,0.3735,2.7437,0.000000
C_gate_dp_init,7,3.0,4000,6.025583,5.664722,288.5079,0.3860,2.7744,0.000000
C_gate_dp_init,7,3.0,4500,5.973796,5.606330,272.1436,0.3764,2.7975,0.000000
C_gate_dp_init,7,3.0,5000,5.937590,5.559742,259.7559,0.3611,2.8185,0.000000
C_gate_dp_init,7,3.0,5500,5.893308,5.528356,251.7298,0.3714,2.8395,0.000000
C_gate_dp_init,7,3.0,6000,5.851211,5.502581,245.3244,0.3636,2.8606,0.000000
C_gate_dp_init,7,3.0,6500,5.820211,5.470135,237.4921,0.3558,2.8816,0.000000
C_gate_dp_init,7,3.0,7000,5.800982,5.446150,231.8637,0.3574,2.9026,0.000000
C_gate_dp_init,7,3.0,7500,5.763831,5.417504,225.3161,0.3498,2.9231,0.000000
C_gate_dp_init,7,3.0,8000,5.762892,5.392439,219.7387,0.3133,2.9385,0.000000
C_gate_dp_init,7,3.0,8500,5.712201,5.374775,215.8914,0.3381,2.9538,0.000000
C_gate_dp_init,7,3.0,9000,5.706240,5.351742,210.9754,0.3110,2.9692,0.000000
C_gate_dp_init,7,3.0,9500,5.695072,5.329020,206.2358,0.2999,2.9846,0.000000
C_gate_dp_init,7,3.0,10000,5.683505,5.310741,202.5003,0.2857,2.9999,0.000000
