condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed,lambda_gate
D_gate_dp_init_l1,42,3.0,500,6.779557,6.092443,442.5010,0.4756,2.4553,0.009501
D_gate_dp_init_l1,42,3.0,1000,6.536675,5.992342,400.3513,0.4207,2.5418,0.009001
D_gate_dp_init_l1,42,3.0,1500,6.447753,5.922319,373.2765,0.4201,2.5975,0.008501
D_gate_dp_init_l1,42,3.0,2000,6.382702,5.851040,347.5957,0.4140,2.6453,0.008001
D_gate_dp_init_l1,42,3.0,2500,6.309235,5.793113,328.0325,0.3580,2.6824,0.007501
D_gate_dp_init_l1,42,3.0,3000,6.259151,5.748513,313.7237,0.3671,2.7130,0.007001
D_gate_dp_init_l1,42,3.0,3500,6.217853,5.724043,306.1401,0.3710,2.7437,0.006501
D_gate_dp_init_l1,42,3.0,4000,6.192552,5.668778,289.6804,0.3802,2.7744,0.006001
D_gate_dp_init_l1,42,3.0,4500,6.138987,5.613380,274.0690,0.3602,2.7975,0.005501
D_gate_dp_init_l1,42,3.0,5000,6.075924,5.567156,261.6889,0.3490,2.8185,0.005001
D_gate_dp_init_l1,42,3.0,5500,6.005263,5.525810,251.0897,0.3285,2.8395,0.004501
D_gate_dp_init_l1,42,3.0,6000,5.960219,5.491399,242.5964,0.3339,2.8606,0.004001
D_gate_dp_init_l1,42,3.0,6500,5.909811,5.462900,235.7801,0.3076,2.8816,0.003501
D_gate_dp_init_l1,42,3.0,7000,5.867171,5.437435,229.8518,0.3085,2.9026,0.003001
D_gate_dp_init_l1,42,3.0,7500,5.828346,5.415132,224.7822,0.2946,2.9231,0.002501
D_gate_dp_init_l1,42,3.0,8000,5.804123,5.390570,219.3283,0.3113,2.9385,0.002001
D_gate_dp_init_l1,42,3.0,8500,5.784149,5.371989,215.2905,0.2822,2.9538,0.001501
D_gate_dp_init_l1,42,3.0,9000,5.756224,5.352536,211.1431,0.3296,2.9692,0.001001
D_gate_dp_init_l1,42,3.0,9500,5.717913,5.339409,208.3895,0.2945,2.9846,0.000501
D_gate_dp_init_l1,42,3.0,10000,5.685066,5.317136,203.7994,0.3149,2.9999,0.000001
