condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed,lambda_gate
D_gate_dp_init_l1,7,3.0,500,6.790261,6.088739,440.8652,0.4383,2.4553,0.009501
D_gate_dp_init_l1,7,3.0,1000,6.538111,5.984298,397.1438,0.3798,2.5418,0.009001
D_gate_dp_init_l1,7,3.0,1500,6.464897,5.915919,370.8950,0.3966,2.5975,0.008501
D_gate_dp_init_l1,7,3.0,2000,6.375832,5.859442,350.5285,0.3873,2.6453,0.008001
D_gate_dp_init_l1,7,3.0,2500,6.319466,5.805089,331.9849,0.3839,2.6824,0.007501
D_gate_dp_init_l1,7,3.0,3000,6.269579,5.759256,317.1124,0.3773,2.7130,0.007001
D_gate_dp_init_l1,7,3.0,3500,6.230718,5.719130,304.6397,0.3735,2.7437,0.006501
D_gate_dp_init_l1,7,3.0,4000,6.190245,5.664722,288.5079,0.3860,2.7744,0.006001
D_gate_dp_init_l1,7,3.0,4500,6.125258,5.606330,272.1436,0.3764,2.7975,0.005501
D_gate_dp_init_l1,7,3.0,5000,6.075855,5.559742,259.7559,0.3611,2.8185,0.005001
D_gate_dp_init_l1,7,3.0,5500,6.018383,5.528356,251.7298,0.3714,2.8395,0.004501
D_gate_dp_init_l1,7,3.0,6000,5.963105,5.502581,245.3244,0.3636,2.8606,0.004001
D_gate_dp_init_l1,7,3.0,6500,5.918920,5.470135,237.4921,0.3558,2.8816,0.003501
D_gate_dp_init_l1,7,3.0,7000,5.886512,5.446150,231.8637,0.3574,2.9026,0.003001
D_gate_dp_init_l1,7,3.0,7500,5.836188,5.417504,225.3161,0.3498,2.9231,0.002501
D_gate_dp_init_l1,7,3.0,8000,5.822082,5.392439,219.7387,0.3133,2.9385,0.002001
D_gate_dp_init_l1,7,3.0,8500,5.758232,5.374775,215.8914,0.3381,2.9538,0.001501
D_gate_dp_init_l1,7,3.0,9000,5.739118,5.351742,210.9754,0.3110,2.9692,0.001001
D_gate_dp_init_l1,7,3.0,9500,5.714801,5.329020,206.2358,0.2999,2.9846,0.000501
D_gate_dp_init_l1,7,3.0,10000,5.690089,5.310741,202.5003,0.2857,2.9999,0.000001
