condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed,lambda_gate
A_none,7,3.0,500,4.238411,3.857159,47.3307,0.0000,2.4553,0.000000
A_none,7,3.0,1000,4.126709,3.822380,45.7129,0.0000,2.5418,0.000000
A_none,7,3.0,1500,4.109573,3.799230,44.6668,0.0000,2.5975,0.000000
A_none,7,3.0,2000,4.083560,3.785158,44.0426,0.0000,2.6453,0.000000
A_none,7,3.0,2500,4.079196,3.775537,43.6209,0.0000,2.6824,0.000000
A_none,7,3.0,3000,4.074181,3.767100,43.2544,0.0000,2.7130,0.000000
A_none,7,3.0,3500,4.075772,3.753444,42.6678,0.0000,2.7437,0.000000
A_none,7,3.0,4000,4.063226,3.745334,42.3232,0.0000,2.7744,0.000000
A_none,7,3.0,4500,4.055619,3.741124,42.1453,0.0000,2.7975,0.000000
A_none,7,3.0,5000,4.063847,3.739032,42.0573,0.0000,2.8185,0.000000
A_none,7,3.0,5500,4.028661,3.737218,41.9810,0.0000,2.8395,0.000000
A_none,7,3.0,6000,4.054914,3.737188,41.9798,0.0000,2.8606,0.000000
A_none,7,3.0,6500,4.055227,3.737020,41.9727,0.0000,2.8816,0.000000
A_none,7,3.0,7000,4.060605,3.737719,42.0021,0.0000,2.9026,0.000000
A_none,7,3.0,7500,4.049687,3.734936,41.8854,0.0000,2.9231,0.000000
A_none,7,3.0,8000,4.050127,3.737853,42.0077,0.0000,2.9385,0.000000
A_none,7,3.0,8500,4.049535,3.734592,41.8709,0.0000,2.9538,0.000000
A_none,7,3.0,9000,4.030902,3.732917,41.8008,0.0000,2.9692,0.000000
A_none,7,3.0,9500,4.035437,3.733792,41.8375,0.0000,2.9846,0.000000
A_none,7,3.0,10000,4.044970,3.730763,41.7109,0.0000,2.9999,0.000000
