condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed,lambda_gate
A_none,42,3.0,500,4.233513,3.845464,46.7804,0.0000,2.4553,0.000000
A_none,42,3.0,1000,4.134752,3.814218,45.3413,0.0000,2.5418,0.000000
A_none,42,3.0,1500,4.092149,3.795875,44.5172,0.0000,2.5975,0.000000
A_none,42,3.0,2000,4.079518,3.778875,43.7668,0.0000,2.6453,0.000000
A_none,42,3.0,2500,4.076536,3.769311,43.3502,0.0000,2.6824,0.000000
A_none,42,3.0,3000,4.091514,3.762052,43.0367,0.0000,2.7130,0.000000
A_none,42,3.0,3500,4.055229,3.751934,42.6034,0.0000,2.7437,0.000000
A_none,42,3.0,4000,4.048014,3.753112,42.6536,0.0000,2.7744,0.000000
A_none,42,3.0,4500,4.062169,3.746447,42.3703,0.0000,2.7975,0.000000
A_none,42,3.0,5000,4.049213,3.742531,42.2047,0.0000,2.8185,0.000000
A_none,42,3.0,5500,4.055340,3.744843,42.3024,0.0000,2.8395,0.000000
A_none,42,3.0,6000,4.050103,3.744998,42.3089,0.0000,2.8606,0.000000
A_none,42,3.0,6500,4.032462,3.743318,42.2379,0.0000,2.8816,0.000000
A_none,42,3.0,7000,4.045953,3.740692,42.1272,0.0000,2.9026,0.000000
A_none,42,3.0,7500,4.040943,3.738239,42.0239,0.0000,2.9231,0.000000
A_none,42,3.0,8000,4.039307,3.736772,41.9623,0.0000,2.9385,0.000000
A_none,42,3.0,8500,4.036773,3.739205,42.0645,0.0000,2.9538,0.000000
A_none,42,3.0,9000,4.036782,3.744161,42.2735,0.0000,2.9692,0.000000
A_none,42,3.0,9500,4.035442,3.742620,42.2084,0.0000,2.9846,0.000000
A_none,42,3.0,10000,4.020450,3.744821,42.3014,0.0000,2.9999,0.000000
