condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed,lambda_gate
B_gate_naive,123,8.0,500,4.571056,4.134049,62.4302,0.0000,5.3487,0.000000
B_gate_naive,123,8.0,1000,4.429497,4.081543,59.2368,0.0000,5.7210,0.000000
B_gate_naive,123,8.0,1500,4.367835,3.980806,53.5602,0.0000,5.9914,0.000000
B_gate_naive,123,8.0,2000,4.300537,3.932895,51.0546,0.0000,6.1945,0.000000
B_gate_naive,123,8.0,2500,4.276157,3.908039,49.8012,0.0000,6.3975,0.000000
B_gate_naive,123,8.0,3000,4.245965,3.885458,48.6892,0.0000,6.5427,0.000000
B_gate_naive,123,8.0,3500,4.218311,3.865426,47.7236,0.0000,6.6789,0.000000
B_gate_naive,123,8.0,4000,4.197655,3.850628,47.0226,0.0000,6.8151,0.000000
B_gate_naive,123,8.0,4500,4.187995,3.845444,46.7795,0.0000,6.9513,0.000000
B_gate_naive,123,8.0,5000,4.178771,3.839712,46.5121,0.0000,7.0807,0.000000
B_gate_naive,123,8.0,5500,4.162838,3.838242,46.4438,0.0000,7.1775,0.000000
B_gate_naive,123,8.0,6000,4.157898,3.834306,46.2613,0.0000,7.2743,0.000000
B_gate_naive,123,8.0,6500,4.152931,3.831547,46.1338,0.0000,7.3710,0.000000
B_gate_naive,123,8.0,7000,4.130029,3.831249,46.1201,0.0000,7.4678,0.000000
B_gate_naive,123,8.0,7500,4.140476,3.824571,45.8132,0.0000,7.5646,0.000000
B_gate_naive,123,8.0,8000,4.135941,3.826452,45.8994,0.0000,7.6614,0.000000
B_gate_naive,123,8.0,8500,4.129803,3.818935,45.5557,0.0000,7.7582,0.000000
B_gate_naive,123,8.0,9000,4.124382,3.817680,45.4985,0.0000,7.8549,0.000000
B_gate_naive,123,8.0,9500,4.124537,3.823399,45.7595,0.0000,7.9275,0.000000
B_gate_naive,123,8.0,10000,4.127372,3.820008,45.6046,0.0000,7.9998,0.000000
