condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed,lambda_gate
C_gate_dp_init,123,8.0,500,6.485912,6.046929,422.8126,0.4349,5.3487,0.000000
C_gate_dp_init,123,8.0,1000,6.225308,5.920013,372.4166,0.4174,5.7210,0.000000
C_gate_dp_init,123,8.0,1500,6.159692,5.843601,345.0195,0.4093,5.9914,0.000000
C_gate_dp_init,123,8.0,2000,6.086205,5.761658,317.8749,0.3747,6.1945,0.000000
C_gate_dp_init,123,8.0,2500,6.047980,5.711100,302.2034,0.3882,6.3975,0.000000
C_gate_dp_init,123,8.0,3000,6.014638,5.649582,284.1728,0.3807,6.5427,0.000000
C_gate_dp_init,123,8.0,3500,5.967295,5.574456,263.6060,0.3838,6.6789,0.000000
C_gate_dp_init,123,8.0,4000,5.897173,5.521844,250.0958,0.3763,6.8151,0.000000
C_gate_dp_init,123,8.0,4500,5.839114,5.476373,238.9782,0.3519,6.9513,0.000000
C_gate_dp_init,123,8.0,5000,5.799882,5.437989,229.9792,0.3636,7.0807,0.000000
C_gate_dp_init,123,8.0,5500,5.760149,5.405813,222.6972,0.3249,7.1775,0.000000
C_gate_dp_init,123,8.0,6000,5.731022,5.370699,215.0130,0.3320,7.2743,0.000000
C_gate_dp_init,123,8.0,6500,5.699674,5.338035,208.1034,0.2936,7.3710,0.000000
C_gate_dp_init,123,8.0,7000,5.658303,5.313612,203.0823,0.3033,7.4678,0.000000
C_gate_dp_init,123,8.0,7500,5.653170,5.283735,197.1047,0.3180,7.5646,0.000000
C_gate_dp_init,123,8.0,8000,5.651866,5.258086,192.1134,0.3150,7.6614,0.000000
C_gate_dp_init,123,8.0,8500,5.623312,5.230357,186.8594,0.3089,7.7582,0.000000
C_gate_dp_init,123,8.0,9000,5.585228,5.205582,182.2869,0.3065,7.8549,0.000000
C_gate_dp_init,123,8.0,9500,5.575258,5.189866,179.4445,0.2990,7.9275,0.000000
C_gate_dp_init,123,8.0,10000,5.568468,5.166834,175.3587,0.2899,7.9998,0.000000
