condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed,lambda_gate
C_gate_dp_init,7,8.0,500,6.498461,6.040493,420.1001,0.4341,5.3487,0.000000
C_gate_dp_init,7,8.0,1000,6.244002,5.930843,376.4717,0.3756,5.7210,0.000000
C_gate_dp_init,7,8.0,1500,6.177135,5.844308,345.2636,0.3923,5.9914,0.000000
C_gate_dp_init,7,8.0,2000,6.093357,5.779150,323.4840,0.3785,6.1945,0.000000
C_gate_dp_init,7,8.0,2500,6.048172,5.718046,304.3096,0.3774,6.3975,0.000000
C_gate_dp_init,7,8.0,3000,6.013903,5.666079,288.8994,0.3698,6.5427,0.000000
C_gate_dp_init,7,8.0,3500,5.976082,5.599465,270.2817,0.3656,6.6789,0.000000
C_gate_dp_init,7,8.0,4000,5.901251,5.535219,253.4634,0.3772,6.8151,0.000000
C_gate_dp_init,7,8.0,4500,5.844003,5.483448,240.6750,0.3661,6.9513,0.000000
C_gate_dp_init,7,8.0,5000,5.816966,5.441408,230.7669,0.3485,7.0807,0.000000
C_gate_dp_init,7,8.0,5500,5.780095,5.409725,223.5700,0.3618,7.1775,0.000000
C_gate_dp_init,7,8.0,6000,5.739402,5.382259,217.5131,0.3492,7.2743,0.000000
C_gate_dp_init,7,8.0,6500,5.708948,5.349033,210.4048,0.3401,7.3710,0.000000
C_gate_dp_init,7,8.0,7000,5.690064,5.322132,204.8202,0.3452,7.4678,0.000000
C_gate_dp_init,7,8.0,7500,5.652844,5.292269,198.7939,0.3341,7.5646,0.000000
C_gate_dp_init,7,8.0,8000,5.648878,5.263545,193.1650,0.2997,7.6614,0.000000
C_gate_dp_init,7,8.0,8500,5.596696,5.243972,189.4209,0.3245,7.7582,0.000000
C_gate_dp_init,7,8.0,9000,5.587389,5.218861,184.7237,0.2960,7.8549,0.000000
C_gate_dp_init,7,8.0,9500,5.575466,5.193764,180.1454,0.2839,7.9275,0.000000
C_gate_dp_init,7,8.0,10000,5.562533,5.172598,176.3724,0.2675,7.9998,0.000000
