Loading weights:   0%|          | 0/148 [00:00<?, ?it/s]Loading weights: 100%|██████████| 148/148 [00:00<00:00, 8015.35it/s]
/home/wlwuser/anaconda3/lib/python3.12/site-packages/opacus/privacy_engine.py:96: UserWarning: Secure RNG turned off. This is perfectly fine for experimentation as it allows for much faster training performance, but remember to turn it on and retrain one last time before production with ``secure_mode`` turned on.
  warnings.warn(
`loss_type=None` was set in the config but it is unrecognized. Using the default loss: `ForCausalLMLoss`.
step=000100  loss=6.9771  ε=4.714  λ=0.00990
step=000200  loss=6.8413  ε=4.951  λ=0.00980
step=000300  loss=6.7107  ε=5.130  λ=0.00970
step=000400  loss=6.6067  ε=5.239  λ=0.00960
step=000500  loss=6.5793  ε=5.349  λ=0.00950
  [eval] step=000500  eval_ppl=422.813  gate_sparsity=0.435  ε_consumed=5.349
step=000600  loss=6.5222  ε=5.458  λ=0.00940
step=000700  loss=6.4852  ε=5.528  λ=0.00930
step=000800  loss=6.4783  ε=5.592  λ=0.00920
step=000900  loss=6.4440  ε=5.657  λ=0.00910
step=001000  loss=6.4165  ε=5.721  λ=0.00900
  [eval] step=001000  eval_ppl=372.417  gate_sparsity=0.417  ε_consumed=5.721
step=001100  loss=6.4081  ε=5.786  λ=0.00890
step=001200  loss=6.4031  ε=5.850  λ=0.00880
step=001300  loss=6.3638  ε=5.910  λ=0.00870
step=001400  loss=6.3868  ε=5.951  λ=0.00860
step=001500  loss=6.3903  ε=5.991  λ=0.00850
  [eval] step=001500  eval_ppl=345.020  gate_sparsity=0.409  ε_consumed=5.991
step=001600  loss=6.3210  ε=6.032  λ=0.00840
step=001700  loss=6.3073  ε=6.073  λ=0.00830
step=001800  loss=6.3126  ε=6.113  λ=0.00820
step=001900  loss=6.3002  ε=6.154  λ=0.00810
step=002000  loss=6.2773  ε=6.194  λ=0.00800
  [eval] step=002000  eval_ppl=317.875  gate_sparsity=0.375  ε_consumed=6.194
step=002100  loss=6.2923  ε=6.235  λ=0.00790
step=002200  loss=6.2364  ε=6.276  λ=0.00780
step=002300  loss=6.2755  ε=6.316  λ=0.00770
step=002400  loss=6.2237  ε=6.357  λ=0.00760
step=002500  loss=6.2334  ε=6.398  λ=0.00750
  [eval] step=002500  eval_ppl=302.203  gate_sparsity=0.388  ε_consumed=6.398
step=002600  loss=6.2066  ε=6.434  λ=0.00740
step=002700  loss=6.2458  ε=6.461  λ=0.00730
step=002800  loss=6.2157  ε=6.488  λ=0.00720
step=002900  loss=6.1782  ε=6.515  λ=0.00710
step=003000  loss=6.1823  ε=6.543  λ=0.00700
  [eval] step=003000  eval_ppl=284.173  gate_sparsity=0.381  ε_consumed=6.543
step=003100  loss=6.2066  ε=6.570  λ=0.00690
step=003200  loss=6.1874  ε=6.597  λ=0.00680
step=003300  loss=6.1138  ε=6.624  λ=0.00670
step=003400  loss=6.1242  ε=6.652  λ=0.00660
step=003500  loss=6.0939  ε=6.679  λ=0.00650
  [eval] step=003500  eval_ppl=263.606  gate_sparsity=0.384  ε_consumed=6.679
step=003600  loss=6.1061  ε=6.706  λ=0.00640
step=003700  loss=6.0905  ε=6.733  λ=0.00630
step=003800  loss=6.0825  ε=6.761  λ=0.00620
step=003900  loss=6.0106  ε=6.788  λ=0.00610
step=004000  loss=6.0195  ε=6.815  λ=0.00600
  [eval] step=004000  eval_ppl=250.096  gate_sparsity=0.376  ε_consumed=6.815
step=004100  loss=6.0217  ε=6.842  λ=0.00590
step=004200  loss=5.9852  ε=6.870  λ=0.00580
step=004300  loss=6.0133  ε=6.897  λ=0.00570
step=004400  loss=5.9726  ε=6.924  λ=0.00560
step=004500  loss=5.9601  ε=6.951  λ=0.00550
  [eval] step=004500  eval_ppl=238.978  gate_sparsity=0.352  ε_consumed=6.951
step=004600  loss=5.9449  ε=6.979  λ=0.00540
step=004700  loss=5.9024  ε=7.006  λ=0.00530
step=004800  loss=5.9599  ε=7.033  λ=0.00520
step=004900  loss=5.9936  ε=7.060  λ=0.00510
step=005000  loss=5.8900  ε=7.081  λ=0.00500
  [eval] step=005000  eval_ppl=229.979  gate_sparsity=0.364  ε_consumed=7.081
step=005100  loss=5.9084  ε=7.100  λ=0.00490
step=005200  loss=5.8738  ε=7.119  λ=0.00480
step=005300  loss=5.8697  ε=7.139  λ=0.00470
step=005400  loss=5.9000  ε=7.158  λ=0.00460
step=005500  loss=5.8742  ε=7.177  λ=0.00450
  [eval] step=005500  eval_ppl=222.697  gate_sparsity=0.325  ε_consumed=7.177
step=005600  loss=5.8910  ε=7.197  λ=0.00440
step=005700  loss=5.8182  ε=7.216  λ=0.00430
step=005800  loss=5.8436  ε=7.236  λ=0.00420
step=005900  loss=5.8579  ε=7.255  λ=0.00410
step=006000  loss=5.8040  ε=7.274  λ=0.00400
  [eval] step=006000  eval_ppl=215.013  gate_sparsity=0.332  ε_consumed=7.274
step=006100  loss=5.8245  ε=7.294  λ=0.00390
step=006200  loss=5.7828  ε=7.313  λ=0.00380
step=006300  loss=5.8425  ε=7.332  λ=0.00370
step=006400  loss=5.7460  ε=7.352  λ=0.00360
step=006500  loss=5.7963  ε=7.371  λ=0.00350
  [eval] step=006500  eval_ppl=208.103  gate_sparsity=0.294  ε_consumed=7.371
step=006600  loss=5.7984  ε=7.390  λ=0.00340
step=006700  loss=5.7497  ε=7.410  λ=0.00330
step=006800  loss=5.7027  ε=7.429  λ=0.00320
step=006900  loss=5.7276  ε=7.448  λ=0.00310
step=007000  loss=5.7408  ε=7.468  λ=0.00300
  [eval] step=007000  eval_ppl=203.082  gate_sparsity=0.303  ε_consumed=7.468
step=007100  loss=5.7143  ε=7.487  λ=0.00290
step=007200  loss=5.7422  ε=7.507  λ=0.00280
step=007300  loss=5.7165  ε=7.526  λ=0.00270
step=007400  loss=5.7207  ε=7.545  λ=0.00260
step=007500  loss=5.7339  ε=7.565  λ=0.00250
  [eval] step=007500  eval_ppl=197.105  gate_sparsity=0.318  ε_consumed=7.565
step=007600  loss=5.7074  ε=7.584  λ=0.00240
step=007700  loss=5.7370  ε=7.603  λ=0.00230
step=007800  loss=5.7145  ε=7.623  λ=0.00220
step=007900  loss=5.7271  ε=7.642  λ=0.00210
step=008000  loss=5.6693  ε=7.661  λ=0.00200
  [eval] step=008000  eval_ppl=192.113  gate_sparsity=0.315  ε_consumed=7.661
step=008100  loss=5.6830  ε=7.681  λ=0.00190
step=008200  loss=5.6591  ε=7.700  λ=0.00180
step=008300  loss=5.6610  ε=7.719  λ=0.00170
step=008400  loss=5.6964  ε=7.739  λ=0.00160
step=008500  loss=5.6472  ε=7.758  λ=0.00150
  [eval] step=008500  eval_ppl=186.859  gate_sparsity=0.309  ε_consumed=7.758
step=008600  loss=5.6578  ε=7.778  λ=0.00140
step=008700  loss=5.6540  ε=7.797  λ=0.00130
step=008800  loss=5.6118  ε=7.816  λ=0.00120
