condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed,lambda_gate
D_gate_dp_init_l1,123,3.0,500,6.778575,6.096434,444.2707,0.4398,2.4553,0.009501
D_gate_dp_init_l1,123,3.0,1000,6.520682,5.975803,393.7841,0.4237,2.5418,0.009001
D_gate_dp_init_l1,123,3.0,1500,6.449172,5.914801,370.4805,0.4155,2.5975,0.008501
D_gate_dp_init_l1,123,3.0,2000,6.366640,5.841649,344.3466,0.3822,2.6453,0.008001
D_gate_dp_init_l1,123,3.0,2500,6.315258,5.796242,329.0607,0.3965,2.6824,0.007501
D_gate_dp_init_l1,123,3.0,3000,6.267619,5.743925,312.2877,0.3870,2.7130,0.007001
D_gate_dp_init_l1,123,3.0,3500,6.226879,5.696822,297.9192,0.3910,2.7437,0.006501
D_gate_dp_init_l1,123,3.0,4000,6.186737,5.652986,285.1416,0.3830,2.7744,0.006001
D_gate_dp_init_l1,123,3.0,4500,6.117468,5.597197,269.6696,0.3596,2.7975,0.005501
D_gate_dp_init_l1,123,3.0,5000,6.056847,5.556223,258.8432,0.3695,2.8185,0.005001
D_gate_dp_init_l1,123,3.0,5500,5.998015,5.524051,250.6483,0.3341,2.8395,0.004501
D_gate_dp_init_l1,123,3.0,6000,5.954068,5.489843,242.2191,0.3388,2.8606,0.004001
D_gate_dp_init_l1,123,3.0,6500,5.908682,5.458668,234.7846,0.2999,2.8816,0.003501
D_gate_dp_init_l1,123,3.0,7000,5.854889,5.437193,229.7963,0.3130,2.9026,0.003001
D_gate_dp_init_l1,123,3.0,7500,5.837683,5.408066,223.1996,0.3243,2.9231,0.002501
D_gate_dp_init_l1,123,3.0,8000,5.825496,5.384418,217.9833,0.3252,2.9385,0.002001
D_gate_dp_init_l1,123,3.0,8500,5.786591,5.359706,212.6625,0.3196,2.9538,0.001501
D_gate_dp_init_l1,123,3.0,9000,5.737576,5.337508,207.9937,0.3128,2.9692,0.001001
D_gate_dp_init_l1,123,3.0,9500,5.715344,5.324203,205.2447,0.3097,2.9846,0.000501
D_gate_dp_init_l1,123,3.0,10000,5.698510,5.303454,201.0300,0.2977,2.9999,0.000001
