condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed,lambda_gate
A_none,123,3.0,500,4.250217,3.852376,47.1049,0.0000,2.4553,0.000000
A_none,123,3.0,1000,4.133128,3.824854,45.8261,0.0000,2.5418,0.000000
A_none,123,3.0,1500,4.110218,3.801195,44.7546,0.0000,2.5975,0.000000
A_none,123,3.0,2000,4.109339,3.787227,44.1338,0.0000,2.6453,0.000000
A_none,123,3.0,2500,4.068939,3.776182,43.6491,0.0000,2.6824,0.000000
A_none,123,3.0,3000,4.061597,3.764683,43.1500,0.0000,2.7130,0.000000
A_none,123,3.0,3500,4.065026,3.754207,42.7003,0.0000,2.7437,0.000000
A_none,123,3.0,4000,4.069570,3.750094,42.5251,0.0000,2.7744,0.000000
A_none,123,3.0,4500,4.072429,3.750908,42.5597,0.0000,2.7975,0.000000
A_none,123,3.0,5000,4.046961,3.744694,42.2960,0.0000,2.8185,0.000000
A_none,123,3.0,5500,4.044717,3.738553,42.0371,0.0000,2.8395,0.000000
A_none,123,3.0,6000,4.048558,3.743232,42.2343,0.0000,2.8606,0.000000
A_none,123,3.0,6500,4.053601,3.744318,42.2802,0.0000,2.8816,0.000000
A_none,123,3.0,7000,4.069422,3.743918,42.2632,0.0000,2.9026,0.000000
A_none,123,3.0,7500,4.050764,3.744055,42.2690,0.0000,2.9231,0.000000
A_none,123,3.0,8000,4.034209,3.740123,42.1032,0.0000,2.9385,0.000000
A_none,123,3.0,8500,4.070234,3.737874,42.0086,0.0000,2.9538,0.000000
A_none,123,3.0,9000,4.052088,3.739552,42.0791,0.0000,2.9692,0.000000
A_none,123,3.0,9500,4.041762,3.733158,41.8109,0.0000,2.9846,0.000000
A_none,123,3.0,10000,4.027327,3.739584,42.0805,0.0000,2.9999,0.000000
