condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed,lambda_gate
D_gate_dp_init_l1,7,8.0,500,6.755587,6.040493,420.1001,0.4341,5.3487,0.009501
D_gate_dp_init_l1,7,8.0,1000,6.487924,5.930843,376.4717,0.3756,5.7210,0.009001
D_gate_dp_init_l1,7,8.0,1500,6.407839,5.844308,345.2636,0.3923,5.9914,0.008501
D_gate_dp_init_l1,7,8.0,2000,6.310841,5.779150,323.4840,0.3785,6.1945,0.008001
D_gate_dp_init_l1,7,8.0,2500,6.252440,5.718046,304.3096,0.3774,6.3975,0.007501
D_gate_dp_init_l1,7,8.0,3000,6.204961,5.666079,288.8994,0.3698,6.5427,0.007001
D_gate_dp_init_l1,7,8.0,3500,6.153928,5.599465,270.2817,0.3656,6.6789,0.006501
D_gate_dp_init_l1,7,8.0,4000,6.065898,5.535219,253.4634,0.3772,6.8151,0.006001
D_gate_dp_init_l1,7,8.0,4500,5.995450,5.483448,240.6750,0.3661,6.9513,0.005501
D_gate_dp_init_l1,7,8.0,5000,5.955217,5.441408,230.7669,0.3485,7.0807,0.005001
D_gate_dp_init_l1,7,8.0,5500,5.905157,5.409725,223.5700,0.3618,7.1775,0.004501
D_gate_dp_init_l1,7,8.0,6000,5.851283,5.382259,217.5131,0.3492,7.2743,0.004001
D_gate_dp_init_l1,7,8.0,6500,5.807644,5.349033,210.4048,0.3401,7.3710,0.003501
D_gate_dp_init_l1,7,8.0,7000,5.775583,5.322132,204.8202,0.3452,7.4678,0.003001
D_gate_dp_init_l1,7,8.0,7500,5.725191,5.292269,198.7939,0.3341,7.5646,0.002501
D_gate_dp_init_l1,7,8.0,8000,5.708059,5.263545,193.1650,0.2997,7.6614,0.002001
D_gate_dp_init_l1,7,8.0,8500,5.642720,5.243972,189.4209,0.3245,7.7582,0.001501
D_gate_dp_init_l1,7,8.0,9000,5.620261,5.218861,184.7237,0.2960,7.8549,0.001001
D_gate_dp_init_l1,7,8.0,9500,5.595191,5.193764,180.1454,0.2839,7.9275,0.000501
D_gate_dp_init_l1,7,8.0,10000,5.569116,5.172598,176.3724,0.2675,7.9998,0.000001
