condition,seed,eps_target,step,train_loss,eval_loss,eval_ppl,gate_sparsity,eps_consumed,lambda_gate
C_gate_dp_init,123,3.0,500,6.521447,6.096434,444.2707,0.4398,2.4553,0.000000
C_gate_dp_init,123,3.0,1000,6.276745,5.975803,393.7841,0.4237,2.5418,0.000000
C_gate_dp_init,123,3.0,1500,6.218442,5.914801,370.4805,0.4155,2.5975,0.000000
C_gate_dp_init,123,3.0,2000,6.149127,5.841649,344.3466,0.3822,2.6453,0.000000
C_gate_dp_init,123,3.0,2500,6.110951,5.796242,329.0607,0.3965,2.6824,0.000000
C_gate_dp_init,123,3.0,3000,6.076516,5.743925,312.2877,0.3870,2.7130,0.000000
C_gate_dp_init,123,3.0,3500,6.048981,5.696822,297.9192,0.3910,2.7437,0.000000
C_gate_dp_init,123,3.0,4000,6.022050,5.652986,285.1416,0.3830,2.7744,0.000000
C_gate_dp_init,123,3.0,4500,5.965978,5.597197,269.6696,0.3596,2.7975,0.000000
C_gate_dp_init,123,3.0,5000,5.918559,5.556223,258.8432,0.3695,2.8185,0.000000
C_gate_dp_init,123,3.0,5500,5.872921,5.524051,250.6483,0.3341,2.8395,0.000000
C_gate_dp_init,123,3.0,6000,5.842159,5.489843,242.2191,0.3388,2.8606,0.000000
C_gate_dp_init,123,3.0,6500,5.809953,5.458668,234.7846,0.2999,2.8816,0.000000
C_gate_dp_init,123,3.0,7000,5.769343,5.437193,229.7963,0.3130,2.9026,0.000000
C_gate_dp_init,123,3.0,7500,5.765312,5.408066,223.1996,0.3243,2.9231,0.000000
C_gate_dp_init,123,3.0,8000,5.766293,5.384418,217.9833,0.3252,2.9385,0.000000
C_gate_dp_init,123,3.0,8500,5.740549,5.359706,212.6625,0.3196,2.9538,0.000000
C_gate_dp_init,123,3.0,9000,5.704692,5.337508,207.9937,0.3128,2.9692,0.000000
C_gate_dp_init,123,3.0,9500,5.695611,5.324203,205.2447,0.3097,2.9846,0.000000
C_gate_dp_init,123,3.0,10000,5.691925,5.303454,201.0300,0.2977,2.9999,0.000000
